date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:48:45	140144/140144	------	200	untouched ('')	application/javascript	etag:W/%2222370-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/main-aa8f9822d34a3ffb.js	nbackchallenge.com/_next/static/chunks/main-aa8f9822d34a3ffb.js	(from https://nbackchallenge.com/)
20:48:45	190170/190170	------	200	untouched ('')	application/javascript	etag:W/%222e6da-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/pages/_app-226302eec45f3707.js	nbackchallenge.com/_next/static/chunks/pages/_app-226302eec45f3707.js	(from https://nbackchallenge.com/)
20:48:45	10980/10980	------	200	untouched ('')	application/javascript	etag:W/%222ae4-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/959-33a0db8b9f8c9fee.js	nbackchallenge.com/_next/static/chunks/959-33a0db8b9f8c9fee.js	(from https://nbackchallenge.com/)
20:48:45	15830/15830	------	200	untouched ('')	application/javascript	etag:W/%223dd6-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/pages/index-1cf5963da2a40c2c.js	nbackchallenge.com/_next/static/chunks/pages/index-1cf5963da2a40c2c.js	(from https://nbackchallenge.com/)
20:48:45	1012/1012	------	200	untouched ('')	application/javascript	etag:W/%223f4-1931c2c7968%22	https://nbackchallenge.com/_next/static/zbavQYyYxrDu6ljJ-TMKD/_buildManifest.js	nbackchallenge.com/_next/static/zbavQYyYxrDu6ljJ-TMKD/_buildManifest.js	(from https://nbackchallenge.com/)
20:48:45	77/77	------	200	untouched ('')	application/javascript	etag:W/%224d-1931c2c7968%22	https://nbackchallenge.com/_next/static/zbavQYyYxrDu6ljJ-TMKD/_ssgManifest.js	nbackchallenge.com/_next/static/zbavQYyYxrDu6ljJ-TMKD/_ssgManifest.js	(from https://nbackchallenge.com/)
20:48:45	46429/46429	------	200	untouched ('OK')	text/html	etag:%221t6m4id2ugzt7%22	https://nbackchallenge.com/articles	nbackchallenge.com/articles.html	(from https://nbackchallenge.com/)
20:48:45	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2009%20Mar%202025%2020:48:45%20GMT	https://play.nbackchallenge.com/webIOS	play.nbackchallenge.com/webIOS.1c.delayed	(from https://nbackchallenge.com/)
20:48:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Mar%202025%2020:48:46%20GMT	https://apps.apple.com/app/1524599079	apps.apple.com/app/1524599079.1d.delayed	(from https://nbackchallenge.com/)
20:48:48	603589/603589	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:48:47%20GMT	https://apps.apple.com/us/app/n-back-challenge/id1524599079	apps.apple.com/us/app/n-back-challenge/id1524599079.html	(from https://nbackchallenge.com/)
20:48:48	1676/1676	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268c-1931b826658%22	https://nbackchallenge.com/images/apple.svg	nbackchallenge.com/images/apple.svg	(from https://nbackchallenge.com/)
20:48:49	0/0	---M--	302	error ('Found')	application/binary	date:Sun,%2009%20Mar%202025%2020:48:49%20GMT	https://play.nbackchallenge.com/webAndroid	play.nbackchallenge.com/webAndroid	(from https://nbackchallenge.com/)
20:48:51	976/976	---M--	200	added ('OK')	image/svg+xml	etag:W/%223d0-1931b826658%22	https://nbackchallenge.com/images/playStore.svg	nbackchallenge.com/images/playStore.svg	(from https://nbackchallenge.com/)
20:48:53	47015/47015	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b7a7-1931b826658%22	https://nbackchallenge.com/images/raiseYourIQ.svg	nbackchallenge.com/images/raiseYourIQ.svg	(from https://nbackchallenge.com/)
20:48:53	1214280/1214280	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:48:50%20GMT	https://play.google.com/store/apps/details?id=com.rivuspurus.nbackchallenge	play.google.com/store/apps/detailsdd88.html	(from https://nbackchallenge.com/)
20:48:54	20132/20132	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224ea4-1931b826658%22	https://nbackchallenge.com/images/RootedInScience.svg	nbackchallenge.com/images/RootedInScience.svg	(from https://nbackchallenge.com/)
20:48:54	7776/7776	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2009%20Mar%202025%2020:48:54%20GMT	https://www.pnas.org/doi/full/10.1073/pnas.0801268105	www.pnas.org/doi/full/10.1073/pnas.25.delayed	(from https://nbackchallenge.com/)
20:48:55	0/0	---M--	303	error ('See%20Other')	text/html	date:Sun,%2009%20Mar%202025%2020:48:55%20GMT	https://link.springer.com/article/10.3758/s13423-016-1217-0	link.springer.com/article/10.3758/s13423-016-1217-0.26.delayed	(from https://nbackchallenge.com/)
20:48:56	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20Mar%202025%2020:48:56%20GMT	https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.3758%2Fs13423-016-1217-0	idp.springer.com/authorize.27ecf4.delayed	(from https://nbackchallenge.com/)
20:48:57	0/-1	---M--	303	error ('')			https://link.springer.com/article/10.3758/s13423-016-1217-0	link.springer.com/article/10.3758/s13423-016-1217-0.28.delayed	(from https://nbackchallenge.com/)
20:48:57	0/-1	---M--	302	error ('')			https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.3758%2Fs13423-016-1217-0	idp.springer.com/authorize.29ecf4.delayed	(from https://nbackchallenge.com/)
20:48:57	0/-1	---M--	303	error ('')			https://link.springer.com/article/10.3758/s13423-016-1217-0	link.springer.com/article/10.3758/s13423-016-1217-0.2a.delayed	(from https://nbackchallenge.com/)
20:48:57	0/-1	---M--	302	error ('')			https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.3758%2Fs13423-016-1217-0	idp.springer.com/authorize.2becf4.delayed	(from https://nbackchallenge.com/)
20:48:57	0/-1	---M--	303	error ('')			https://link.springer.com/article/10.3758/s13423-016-1217-0	link.springer.com/article/10.3758/s13423-016-1217-0.2c.delayed	(from https://nbackchallenge.com/)
20:48:57	150/150	---M--	303	error ('See%20Other')	text/html	date:Sun,%2009%20Mar%202025%2020:48:57%20GMT	https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.2e.delayed	(from https://nbackchallenge.com/)
20:48:58	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20Mar%202025%2020:48:58%20GMT	https://idp.nature.com/authorize?response_type=cookie&client_id=grover&redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9	idp.nature.com/authorize.2f7472.delayed	(from https://nbackchallenge.com/)
20:48:59	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2009%20Mar%202025%2020:48:59%20GMT	https://idp.nature.com/transit?redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9&code=efa98b79-bc93-481c-a389-dffe4d705790	idp.nature.com/transit.30cf39.delayed	(from https://nbackchallenge.com/)
20:49:00	0/-1	---M--	303	error ('')			https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.31.delayed	(from https://nbackchallenge.com/)
20:49:00	0/-1	---M--	302	error ('')			https://idp.nature.com/authorize?response_type=cookie&client_id=grover&redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9	idp.nature.com/authorize.327472.delayed	(from https://nbackchallenge.com/)
20:49:00	0/-1	---M--	302	error ('')			https://idp.nature.com/transit?redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9&code=efa98b79-bc93-481c-a389-dffe4d705790	idp.nature.com/transit.33cf39.delayed	(from https://nbackchallenge.com/)
20:49:00	0/-1	---M--	303	error ('')			https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.34.delayed	(from https://nbackchallenge.com/)
20:49:00	49507/49507	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c163-1931b826658%22	https://nbackchallenge.com/images/20sessions.svg	nbackchallenge.com/images/20sessions.svg	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	303	error ('')			https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.38.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	302	error ('')			https://idp.nature.com/authorize?response_type=cookie&client_id=grover&redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9	idp.nature.com/authorize.397472.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	302	error ('')			https://idp.nature.com/transit?redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9&code=efa98b79-bc93-481c-a389-dffe4d705790	idp.nature.com/transit.3acf39.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	303	error ('')			https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.3b.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	302	error ('')			https://idp.nature.com/authorize?response_type=cookie&client_id=grover&redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9	idp.nature.com/authorize.3c7472.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	302	error ('')			https://idp.nature.com/transit?redirect_uri=https%3A%2F%2Fwww.nature.com%2Farticles%2Fs41598-020-77310-9&code=efa98b79-bc93-481c-a389-dffe4d705790	idp.nature.com/transit.3dcf39.delayed	(from https://nbackchallenge.com/)
20:49:02	0/-1	---M--	303	error ('')			https://www.nature.com/articles/s41598-020-77310-9	www.nature.com/articles/s41598-020-77310-9.3e.delayed	(from https://nbackchallenge.com/)
20:49:02	3074/3074	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c02-1931b826658%22	https://nbackchallenge.com/images/natureLogo.svg	nbackchallenge.com/images/natureLogo.svg	(from https://nbackchallenge.com/)
20:49:02	722581/722581	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b0695-1931b826658%22	https://nbackchallenge.com/images/iPhoneScreensInverted.svg	nbackchallenge.com/images/iPhoneScreensInverted.svg	(from https://nbackchallenge.com/)
20:49:04	265212/265212	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2016:59:32%20GMT	https://www.nytimes.com/2012/04/22/magazine/can-you-make-yourself-smarter.html	www.nytimes.com/2012/04/22/magazine/can-you-make-yourself-smarter.html	(from https://nbackchallenge.com/)
20:49:05	10873/10873	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222a79-1931b826658%22	https://nbackchallenge.com/images/theNYTLogo.svg	nbackchallenge.com/images/theNYTLogo.svg	(from https://nbackchallenge.com/)
20:49:05	735/735	---M--	401	error ('HTTP%20Forbidden')	text/html	date:Sun,%2009%20Mar%202025%2020:49:05%20GMT	https://www.wsj.com/articles/SB10001424052702304432304576371462612272884	www.wsj.com/articles/SB10001424052702304432304576371462612272884.43.delayed	(from https://nbackchallenge.com/)
20:49:07	10179/10179	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2227c3-1931b826658%22	https://nbackchallenge.com/images/theWSJLogo.svg	nbackchallenge.com/images/theWSJLogo.svg	(from https://nbackchallenge.com/)
20:49:08	2153/2153	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22869-1931b826658%22	https://nbackchallenge.com/images/wiredLogo.svg	nbackchallenge.com/images/wiredLogo.svg	(from https://nbackchallenge.com/)
20:49:08	1036144/1036144	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:49:07%20GMT	https://www.wired.com/2008/04/forget-researchers-develop-software-that-makes-you-smarter/	www.wired.com/2008/04/forget-researchers-develop-software-that-makes-you-smarter/index.html	(from https://nbackchallenge.com/)
20:49:08	11730/11730	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:49:08%20GMT	https://t.me/nbackchallenge	t.me/nbackchallenge.html	(from https://nbackchallenge.com/)
20:49:10	82721/82721	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:49:09%20GMT	https://www.linkedin.com/company/n-back-challenge	www.linkedin.com/company/n-back-challenge.html	(from https://nbackchallenge.com/)
20:49:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Mar%202025%2020:49:11%20GMT	https://www.facebook.com/N-Back-Challenge-100469975853776	www.facebook.com/N-Back-Challenge-100469975853776.49.delayed	(from https://nbackchallenge.com/)
20:49:13	952944/952944	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:49:12%20GMT	https://www.facebook.com/NBackChallenge	www.facebook.com/NBackChallenge.html	(from https://nbackchallenge.com/)
20:49:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2009%20Mar%202025%2020:49:13%20GMT	https://www.instagram.com/nbackchallenge	www.instagram.com/nbackchallenge.4b.delayed	(from https://nbackchallenge.com/)
20:49:15	58596/58596	---MCZ	200	added ('OK')	text/html	etag:%22919271cs8b1946%22	https://nbackchallenge.com/terms-of-use	nbackchallenge.com/terms-of-use.html	(from https://nbackchallenge.com/)
20:49:16	32620/32620	---MCZ	200	added ('OK')	text/html	etag:%22tjcl4tih9op5x%22	https://nbackchallenge.com/company-details	nbackchallenge.com/company-details.html	(from https://nbackchallenge.com/)
20:49:16	573732/573732	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202025%2020:49:14%20GMT	https://www.instagram.com/nbackchallenge/	www.instagram.com/nbackchallenge/index.html	(from https://nbackchallenge.com/)
20:49:16	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Mar%202025%2020:49:16%20GMT	https://www.googletagmanager.com/robots.txt		(from https://nbackchallenge.com/)
20:49:18	133844/133844	---M--	200	added ('OK')	font/woff	etag:W/%2220ad4-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Regular.woff	nbackchallenge.com/fonts/Inter-Regular.woff	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:20	142552/142552	---M--	200	added ('OK')	font/woff	etag:W/%2222cd8-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Medium.woff	nbackchallenge.com/fonts/Inter-Medium.woff	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:20	287928/287928	---MCZ	200	added ('OK')	font/ttf	etag:W/%22464b8-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Regular.ttf	nbackchallenge.com/fonts/Inter-Regular.ttf	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:22	142932/142932	---M--	200	added ('OK')	font/woff	etag:W/%2222e54-1931b826658%22	https://nbackchallenge.com/fonts/Inter-SemiBold.woff	nbackchallenge.com/fonts/Inter-SemiBold.woff	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:22	292140/292140	---MCZ	200	added ('OK')	font/ttf	etag:W/%224752c-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Medium.ttf	nbackchallenge.com/fonts/Inter-Medium.ttf	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:24	143208/143208	---M--	200	added ('OK')	font/woff	etag:W/%2222f68-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Bold.woff	nbackchallenge.com/fonts/Inter-Bold.woff	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:24	293028/293028	---MCZ	200	added ('OK')	font/ttf	etag:W/%22478a4-1931b826658%22	https://nbackchallenge.com/fonts/Inter-SemiBold.ttf	nbackchallenge.com/fonts/Inter-SemiBold.ttf	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:26	11914/11914	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e8a-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/pages/articles-44e336e7d063d037.js	nbackchallenge.com/_next/static/chunks/pages/articles-44e336e7d063d037.js	(from https://nbackchallenge.com/articles)
20:49:26	293448/293448	---MCZ	200	added ('OK')	font/ttf	etag:W/%2247a48-1931b826658%22	https://nbackchallenge.com/fonts/Inter-Bold.ttf	nbackchallenge.com/fonts/Inter-Bold.ttf	(from https://nbackchallenge.com/_next/static/css/49a04fb6dd936701.css)
20:49:27	70832/70832	---MCZ	200	added ('OK')	text/html	etag:%2210m4pisrhah1ihs%22	https://nbackchallenge.com/articles/how-to-raise-your-iq-according-to-cognitive-psychology	nbackchallenge.com/articles/how-to-raise-your-iq-according-to-cognitive-psychology.html	(from https://nbackchallenge.com/articles)
20:49:28	83167/83167	---MCZ	200	added ('OK')	text/html	etag:%22frmb1lxqjc1rw5%22	https://nbackchallenge.com/articles/track-your-n-back-stats-and-compete-against-friends-via-leaderboards	nbackchallenge.com/articles/track-your-n-back-stats-and-compete-against-friends-via-leaderboards.html	(from https://nbackchallenge.com/articles)
20:49:29	81423/81423	---MCZ	200	added ('OK')	text/html	etag:%22fycrocpnum1qnn%22	https://nbackchallenge.com/articles/what-science-tells-us-about-improving-brain-function-and-protecting-against-cognitive-decline	nbackchallenge.com/articles/what-science-tells-us-about-improving-brain-function-and-protecting-against-cognitive-decline.html	(from https://nbackchallenge.com/articles)
20:49:30	64906/64906	---MCZ	200	added ('OK')	text/html	etag:%22fukgz6k7m61e0m%22	https://nbackchallenge.com/articles/smarter-students-using-dual-n-back-training-in-the-classroom	nbackchallenge.com/articles/smarter-students-using-dual-n-back-training-in-the-classroom.html	(from https://nbackchallenge.com/articles)
20:49:31	65593/65593	---MCZ	200	added ('OK')	text/html	etag:%223jtxbrjy411ehl%22	https://nbackchallenge.com/articles/why-and-how-you-should-keep-practicing-after-youve-completed-20-sessions-of-dual-n-back	nbackchallenge.com/articles/why-and-how-you-should-keep-practicing-after-youve-completed-20-sessions-of-dual-n-back.html	(from https://nbackchallenge.com/articles)
20:49:32	68342/68342	---MCZ	200	added ('OK')	text/html	etag:%22s9ll8pbz3l1gn4%22	https://nbackchallenge.com/articles/fight-age-related-cognitive-decline-by-playing-dual-n-back	nbackchallenge.com/articles/fight-age-related-cognitive-decline-by-playing-dual-n-back.html	(from https://nbackchallenge.com/articles)
20:49:33	75310/75310	---MCZ	200	added ('OK')	text/html	etag:%22my99wo9aq91lyw%22	https://nbackchallenge.com/articles/the-science-behind-dual-n-back-training	nbackchallenge.com/articles/the-science-behind-dual-n-back-training.html	(from https://nbackchallenge.com/articles)
20:49:34	68893/68893	---MCZ	200	added ('OK')	text/html	etag:%22123ikmmdifg1h19%22	https://nbackchallenge.com/articles/understanding-the-advanced-settings-in-the-n-back-challenge	nbackchallenge.com/articles/understanding-the-advanced-settings-in-the-n-back-challenge.html	(from https://nbackchallenge.com/articles)
20:49:35	59212/59212	---MCZ	200	added ('OK')	text/html	etag:%2214s2shiv52i19mq%22	https://nbackchallenge.com/articles/a-smarter-workforce-using-dual-n-back-for-corporate-training	nbackchallenge.com/articles/a-smarter-workforce-using-dual-n-back-for-corporate-training.html	(from https://nbackchallenge.com/articles)
20:49:36	58919/58919	---MCZ	200	added ('OK')	text/html	etag:%22v744kwatel19dj%22	https://nbackchallenge.com/articles/sipping-coffee-why-we-ask-for-a-contribution-when-you-delay-an-n-back-session	nbackchallenge.com/articles/sipping-coffee-why-we-ask-for-a-contribution-when-you-delay-an-n-back-session.html	(from https://nbackchallenge.com/articles)
20:49:37	61269/61269	---MCZ	200	added ('OK')	text/html	etag:%22152kdawd4qs1b75%22	https://nbackchallenge.com/articles/is-it-working-heres-what-to-watch-out-for-in-identifying-the-cognitive-benefits-from-dual-n-back	nbackchallenge.com/articles/is-it-working-heres-what-to-watch-out-for-in-identifying-the-cognitive-benefits-from-dual-n-back.html	(from https://nbackchallenge.com/articles)
20:49:38	63714/63714	---MCZ	200	added ('OK')	text/html	etag:%2212zf51ijqpg1d1m%22	https://nbackchallenge.com/articles/how-to-get-the-most-out-of-your-dual-n-back-training	nbackchallenge.com/articles/how-to-get-the-most-out-of-your-dual-n-back-training.html	(from https://nbackchallenge.com/articles)
20:49:39	70750/70750	---MCZ	200	added ('OK')	text/html	etag:%22rwpz0vhqnp1idw%22	https://nbackchallenge.com/articles/practical-tips-on-how-to-get-through-20-dual-n-back-sessions	nbackchallenge.com/articles/practical-tips-on-how-to-get-through-20-dual-n-back-sessions.html	(from https://nbackchallenge.com/articles)
20:49:40	68550/68550	---MCZ	200	added ('OK')	text/html	etag:%2216eh3mt93ap1gqc%22	https://nbackchallenge.com/articles/why-its-worth-the-pain-to-complete-20-sessions-of-dual-n-back	nbackchallenge.com/articles/why-its-worth-the-pain-to-complete-20-sessions-of-dual-n-back.html	(from https://nbackchallenge.com/articles)
20:49:41	81210/81210	---MCZ	200	added ('OK')	text/html	etag:%22lycujstbeu1qgk%22	https://nbackchallenge.com/articles/how-to-play-dual-n-back-a-beginners-guide	nbackchallenge.com/articles/how-to-play-dual-n-back-a-beginners-guide.html	(from https://nbackchallenge.com/articles)
20:49:42	36013/36013	---M--	200	added ('OK')	image/png	etag:W/%228cad-1931b826658%22	https://nbackchallenge.com/images/ogImage.png	nbackchallenge.com/images/ogImage.png	(from https://nbackchallenge.com/privacy-policy)
20:49:43	9193/9193	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223e9-1931c2c7968%22	https://nbackchallenge.com/_next/static/chunks/pages/privacy-policy-f7bccd6581ad55a7.js	nbackchallenge.com/_next/static/chunks/pages/privacy-policy-f7bccd6581ad55a7.js	(from https://nbackchallenge.com/privacy-policy)
20:49:44	175/175	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:%221a52c04d247215f8b7a1acba79508230%22	https://apps.apple.com/robots.txt		(from https://nbackchallenge.com/)
20:49:46	734/734	---MCZ	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp1.z)')	text/plain	date:Sun,%2009%20Mar%202025%2020:49:45%20GMT	https://play.google.com/robots.txt		(from https://nbackchallenge.com/)
